#{"t_start": 1657662919.6905906, "env_id": null}
r,l,t
-2,677,929.91759
2,639,931.658821
-1,675,932.091879
-3,657,932.520869
2,728,934.300665
4,498,934.606567
-5,428,934.87131
-1,772,935.357042
1,852,937.332721
4,543,937.665137
4,583,938.025532
3,663,939.719031
-2,731,940.189702
4,526,940.545125
2,737,942.302857
4,497,942.60494
4,530,942.938162
-2,683,944.73787
-2,714,945.188678
3,601,945.557801
-1,770,947.36972
2,679,947.808046
1,828,948.335935
-2,837,950.290605
-1,703,950.733413
2,717,951.179134
2,787,953.058291
2,771,953.526343
-2,826,955.403694
-3,624,955.813418
-2,645,956.214949
-1,767,956.934341
4,549,957.214447
-1,771,957.606247
-3,624,957.924165
-3,630,958.251829
-1,831,958.684448
1,818,959.122368
-4,538,959.407482
3,589,959.723037
-2,662,960.076404
-2,688,960.442212
2,655,960.80151
-3,656,961.139796
3,588,961.449226
-1,768,961.843247
2,652,962.177241
2,777,962.588336
-1,724,962.973996
4,499,963.238631
4,478,963.496246
-5,453,963.739655
-5,474,963.994734
-4,611,964.326361
-2,672,964.696353
3,563,964.996689
2,690,965.353801
4,553,965.640408
-1,795,966.048651
-4,605,966.365119
3,610,966.686418
3,643,967.023839
1,756,967.425352
4,542,967.721984
