#{"t_start": 1657122720.3781674, "env_id": "SlimeVolley-v0"}
r,l,t
-0.9,410,421.929833
-0.29,471,422.518876
0.78,578,423.163358
2.06,706,423.90036
0.84,584,424.492371
1.11,611,425.153359
0.25,525,425.71136
1.84,684,426.481389
1.06,606,427.10236
1.94,594,427.727325
0.11,511,428.266217
1.36,636,428.951241
-0.24,476,429.431217
-0.07,493,430.019273
4.04,804,430.93127
0.76,576,431.584271
-0.21,479,432.099271
0.41,541,432.75027
4.6,860,433.62483
0.6,560,434.219831
0.3,530,434.798833
1.01,601,435.52783
2.64,764,436.316832
3.91,891,437.257833
1.01,601,437.93383
0.97,597,438.731831
-0.29,471,439.232832
1.23,623,439.877834
2.17,717,440.619835
0.4,540,441.233831
1.38,638,441.915831
4.99,799,442.730831
0.95,595,443.377836
1.74,674,444.101855
-0.08,492,444.629851
-0.21,479,445.12185
0.58,558,445.691881
-0.11,489,446.24885
0.91,591,446.87088
-0.39,461,447.383852
2.81,781,448.244852
0.13,513,448.849853
2.34,734,449.649851
2.01,701,450.38085
0.43,543,450.930853
0.7,570,451.543868
2.38,738,452.340747
2.33,733,453.118743
0.46,546,453.730743
0.99,599,454.409744
0.69,569,455.02677
4.04,804,455.883769
4.03,803,456.740741
0.24,524,457.332768
-0.38,462,457.84376
2.33,633,458.540741
1.69,569,459.158771
1.1,610,459.876739
-0.66,434,460.340284
0.29,529,460.871281
0.24,524,461.427285
-0.98,402,461.901835
1.17,617,462.552836
1.18,518,463.104835
5.61,961,464.138328
5.04,904,465.169358
-0.35,465,465.683301
3.15,815,466.560301
0.58,558,467.1173
0.65,565,467.741302
2.0,600,468.370821
3.84,884,469.396826
3.06,806,470.271823
1.24,524,470.861824
-0.07,493,471.429821
3.36,836,472.329687
2.83,683,473.074644
1.36,636,473.834644
2.84,784,474.671646
1.2,620,475.370643
0.99,599,476.064687
2.02,702,476.868689
2.25,725,477.678714
3.08,808,478.559683
0.17,517,479.090684
1.21,621,479.808683
1.17,617,480.543685
1.76,676,481.285265
-0.9,410,481.698259
1.57,657,482.411261
2.22,722,483.201383
-1.09,391,483.600392
0.38,538,484.179385
3.06,806,485.062191
0.49,549,485.638191
-0.25,475,486.123198
0.09,509,486.67019
2.76,676,487.444219
2.1,710,488.221223
-0.75,425,488.643192
2.85,685,489.410217
3.31,831,490.388192
0.74,574,491.034199
2.07,707,491.804191
0.39,539,492.358192
-0.26,474,492.887189
2.17,717,493.653188
3.77,877,494.577192
3.13,713,495.37422
2.25,725,496.173772
-0.12,488,496.687767
0.72,572,497.339765
-0.48,452,497.853765
-0.08,492,498.441766
1.3,630,499.097768
1.21,621,499.729764
2.53,753,500.555769
0.71,571,501.212331
-0.48,452,501.727717
2.71,771,502.532717
0.31,531,503.086715
1.57,657,503.828315
1.79,679,504.532311
-0.42,458,505.041312
0.63,563,505.654342
1.21,621,506.347308
2.42,642,507.135309
-0.3,470,507.651311
0.29,529,508.204309
-0.55,445,508.702311
0.17,517,509.249312
-0.14,486,509.792432
0.02,502,510.314408
1.89,589,511.005402
0.49,549,511.581401
-0.59,441,512.037401
-0.34,466,512.582408
4.84,884,513.596403
-0.82,418,514.037487
0.32,532,514.60846
0.28,528,515.172463
0.19,519,515.775554
0.89,589,516.470591
-0.42,458,517.003016
3.46,746,517.762982
2.09,709,518.598983
0.98,598,519.213983
1.81,681,519.931984
1.19,619,520.557983
1.16,616,521.237982
0.92,592,521.879999
5.13,813,522.835981
6.55,1055,523.927981
0.47,547,524.595983
-0.03,497,525.12798
0.94,594,525.772982
2.36,636,526.539985
1.48,648,527.312983
-0.58,442,527.761981
-0.05,495,528.314981
2.08,708,529.051985
1.76,676,529.839007
-0.14,486,530.395945
0.6,560,531.017988
0.66,566,531.637948
1.35,635,532.375496
0.26,526,532.952507
2.59,659,533.647466
-0.04,496,534.140483
4.3,930,535.176481
4.19,819,536.08147
0.68,568,536.706469
-0.03,497,537.208471
2.65,665,537.962985
3.25,825,538.900985
0.47,547,539.535982
1.81,581,540.195985
0.48,548,540.942029
0.64,564,541.620002
2.41,741,542.455896
2.41,641,543.158937
1.8,580,543.825897
2.83,783,544.644893
0.16,516,545.172894
2.02,702,545.974894
2.47,647,546.678909
-0.02,498,547.204939
-0.26,474,547.697538
-0.04,496,548.283509
0.29,529,548.886539
0.91,591,549.502703
2.73,773,550.392673
0.07,507,550.920676
0.67,567,551.572675
3.91,891,552.549673
0.35,535,553.098188
-0.74,426,553.577183
-0.26,474,554.080185
0.05,505,554.587184
-0.07,493,555.159183
1.46,646,555.868183
3.44,744,556.653182
0.54,554,557.269184
-0.99,401,557.685184
1.69,669,558.36419
0.32,532,558.984182
3.17,817,559.803188
2.52,752,560.605195
2.35,735,561.409232
0.93,593,562.063275
1.28,628,562.770273
0.63,563,563.404251
0.79,579,563.975249
0.12,512,564.545288
1.69,669,565.236248
