x_agent,y_agent,xdot_agent,ydot_agent,x_ball,y_ball,xdot_ball,ydot_ball,x_opponent,y_opponent,xdot_opponent,ydot_opponent
1.90000,0.25833,-1.75000,-1.10000,-1.94004,0.97404,1.75554,0.17811,1.90000,0.21840,-1.75000,-1.19800
1.90000,0.21840,0.00000,-1.19800,-1.88152,0.97671,1.75554,0.08011,1.84167,0.17520,-1.75000,-1.29600
1.90000,0.17520,0.00000,-1.29600,-1.82301,0.97611,1.75554,-0.01789,1.84167,0.15000,0.00000,0.00000
1.95833,0.15000,1.75000,0.00000,-1.76449,0.97225,1.75554,-0.11589,1.78333,0.15000,-1.75000,0.00000
1.95833,0.19500,0.00000,1.35000,-1.70597,0.96512,1.75554,-0.21389,1.72500,0.19500,-1.75000,1.35000
1.90000,0.23673,-1.75000,1.25200,-1.64745,0.95472,1.75554,-0.31189,1.72500,0.23673,0.00000,1.25200
1.90000,0.27520,0.00000,1.15400,-1.58893,0.94106,1.75554,-0.40989,1.66667,0.27520,-1.75000,1.15400
1.95833,0.31040,1.75000,1.05600,-1.53042,0.92413,1.75554,-0.50789,1.60833,0.31040,-1.75000,1.05600
1.90000,0.34233,-1.75000,0.95800,-1.47190,0.90393,1.75554,-0.60589,1.55000,0.34233,-1.75000,0.95800
1.84167,0.37100,-1.75000,0.86000,-1.41338,0.88047,1.75554,-0.70389,1.49167,0.37100,-1.75000,0.86000
1.84167,0.39640,0.00000,0.76200,-1.35486,0.85374,1.75554,-0.80189,1.43333,0.39640,-1.75000,0.76200
1.84167,0.41853,0.00000,0.66400,-1.29634,0.82374,1.75554,-0.89989,1.37500,0.41853,-1.75000,0.66400
1.90000,0.43740,1.75000,0.56600,-1.23783,0.79048,1.75554,-0.99789,1.31667,0.43740,-1.75000,0.56600
1.90000,0.45300,0.00000,0.46800,-1.17931,0.75395,1.75554,-1.09589,1.25833,0.45300,-1.75000,0.46800
1.95833,0.46533,1.75000,0.37000,-1.12079,0.71416,1.75554,-1.19389,1.20000,0.46533,-1.75000,0.37000
1.95833,0.47440,0.00000,0.27200,-1.06227,0.67109,1.75554,-1.29189,1.14167,0.47440,-1.75000,0.27200
2.01667,0.48020,1.75000,0.17400,-0.98447,0.65980,3.07433,1.00583,1.08333,0.48020,-1.75000,0.17400
1.95833,0.48273,-1.75000,0.07600,-0.91254,0.68104,2.15788,0.63721,1.02500,0.48273,-1.75000,0.07600
1.90000,0.48200,-1.75000,-0.02200,-0.84061,0.69902,2.15788,0.53921,0.96667,0.48200,-1.75000,-0.02200
1.90000,0.47800,0.00000,-0.12000,-0.76868,0.71373,2.15788,0.44121,0.90833,0.47800,-1.75000,-0.12000
1.84167,0.47073,-1.75000,-0.21800,-0.69675,0.72517,2.15788,0.34321,0.85000,0.47073,-1.75000,-0.21800
1.78333,0.46020,-1.75000,-0.31600,-0.62482,0.73334,2.15788,0.24521,0.79167,0.46020,-1.75000,-0.31600
1.84167,0.44640,1.75000,-0.41400,-0.55289,0.73825,2.15788,0.14721,0.73333,0.44640,-1.75000,-0.41400
1.78333,0.42933,-1.75000,-0.51200,-0.48096,0.73989,2.15788,0.04921,0.67500,0.42933,-1.75000,-0.51200
1.72500,0.40900,-1.75000,-0.61000,-0.40903,0.73826,2.15788,-0.04879,0.61667,0.40900,-1.75000,-0.61000
1.78333,0.38540,1.75000,-0.70800,-0.33710,0.73337,2.15788,-0.14679,0.55833,0.38540,-1.75000,-0.70800
1.78333,0.35853,0.00000,-0.80600,-0.26517,0.72521,2.15788,-0.24479,0.50000,0.35853,-1.75000,-0.80600
1.84167,0.32840,1.75000,-0.90400,-0.19324,0.71378,2.15788,-0.34279,0.44167,0.32840,-1.75000,-0.90400
